charge_travail,revenu_mensuel,heure_supplementaires,nombre_participation_pee,annee_experience_totale,age,annes_sous_responsable_actuel,nombre_experiences_precedentes,statut_marital_célibataire,distance_domicile_travail
81,2655,1,2,19,48,7,2,0.0,7
80,1393,0,0,1,32,0,1,1.0,2
80,2570,0,0,7,26,7,1,1.0,7
80,3537,0,1,8,55,2,5,0.0,22
80,3986,0,1,15,34,13,1,0.0,5
80,10883,0,1,19,60,0,3,0.0,1
80,2028,0,3,14,33,13,1,0.0,21
80,9525,0,2,6,37,3,1,0.0,1
80,2929,0,0,10,34,7,1,0.0,19
81,2275,1,1,3,23,2,1,0.0,7
81,7879,1,1,9,44,7,1,0.0,2
81,4930,1,0,6,35,4,0,1.0,2
81,7847,1,1,10,43,8,1,0.0,2
80,4401,0,1,5,24,4,1,0.0,9
80,9241,0,0,10,41,7,1,1.0,6
80,2974,0,1,9,29,2,9,0.0,9
80,4502,0,0,17,36,7,3,1.0,2
80,10748,0,1,25,45,4,3,0.0,1
80,1555,0,1,1,24,0,1,0.0,22
80,12936,0,0,25,47,10,7,0.0,9
80,2305,0,3,3,26,2,1,0.0,17
80,16704,0,0,21,45,6,1,1.0,28
80,3433,0,1,10,32,3,6,0.0,10
80,3477,0,1,6,31,3,1,0.0,2
80,6430,0,1,10,41,2,6,0.0,4
81,6516,1,1,18,40,0,2,0.0,8
80,3907,0,3,6,24,2,1,0.0,29
80,5562,0,0,19,46,9,6,1.0,13
80,6883,0,1,17,35,7,2,0.0,27
80,2862,0,1,10,30,8,1,0.0,16
80,4978,0,1,4,47,0,7,0.0,2
81,10368,1,1,13,46,3,4,0.0,2
81,6134,1,3,16,36,2,5,0.0,13
80,6735,0,0,10,32,0,6,1.0,1
80,3295,0,0,3,23,2,1,1.0,4
80,5238,0,0,9,31,4,2,1.0,24
81,6472,1,1,9,39,8,1,0.0,1
80,9610,0,1,10,32,2,3,0.0,19
80,19833,0,0,21,40,8,1,1.0,7
80,9756,0,2,9,45,3,4,0.0,4
80,4968,0,0,10,30,7,0,1.0,2
80,2145,0,1,3,24,1,0,0.0,10
80,2180,0,1,6,30,2,6,0.0,8
80,8346,0,1,6,31,2,1,0.0,5
80,3445,0,0,6,27,4,1,1.0,8
80,2760,0,0,2,29,2,1,1.0,9
81,6294,1,0,10,29,2,8,1.0,1
80,7140,0,1,12,30,7,2,0.0,15
81,2932,1,3,6,34,2,0,0.0,2
80,5147,0,0,13,33,7,8,1.0,2
80,4507,0,0,8,49,4,3,1.0,11
81,8564,1,0,11,33,0,2,1.0,16
80,2468,0,1,9,38,5,4,0.0,2
80,8161,0,3,10,31,0,2,0.0,16
80,2109,0,1,1,29,0,1,0.0,4
80,5294,0,1,10,30,7,3,0.0,16
80,2718,0,0,12,32,7,2,1.0,5
81,5811,1,1,15,38,0,3,0.0,18
81,2437,1,1,6,43,0,9,0.0,17
80,2766,0,3,7,42,4,8,0.0,12
80,19038,0,3,34,55,0,8,0.0,2
80,3055,0,2,11,33,7,5,0.0,4
80,2289,0,2,5,41,4,1,0.0,9
81,4001,1,1,15,34,7,1,0.0,10
81,12965,1,3,27,53,2,4,0.0,1
80,3539,0,0,10,43,8,0,1.0,2
80,6029,0,0,6,34,2,5,1.0,3
80,2679,0,0,1,21,0,1,1.0,7
80,3702,0,1,5,38,4,1,0.0,6
81,2398,1,0,1,22,0,1,0.0,8
80,5468,0,2,13,31,7,1,0.0,29
80,13116,0,0,15,51,2,2,0.0,3
80,4189,0,2,5,37,3,1,0.0,9
81,19328,1,1,24,46,2,7,0.0,2
81,8321,1,1,15,36,7,7,0.0,10
81,2342,1,3,6,44,3,1,0.0,1
80,4071,0,0,19,37,7,2,0.0,8
81,5813,1,0,10,35,7,1,1.0,27
80,3143,0,1,14,33,6,6,0.0,8
80,2044,0,1,5,28,3,1,0.0,1
80,13464,0,0,9,39,2,7,1.0,10
80,7991,0,0,6,46,2,8,1.0,26
80,3377,0,1,7,40,2,4,0.0,2
80,5538,0,2,10,42,0,5,0.0,13
80,5762,0,1,15,35,7,2,0.0,2
80,2592,0,3,13,38,8,5,0.0,2
80,5346,0,1,11,34,7,4,0.0,9
80,4213,0,0,10,37,8,1,1.0,10
80,4127,0,1,7,39,2,2,0.0,20
80,2438,0,0,7,43,2,4,1.0,9
80,6870,0,0,11,41,2,3,1.0,5
81,10447,1,1,23,41,5,0,0.0,4
80,9667,0,0,9,30,2,9,1.0,10
81,2148,1,0,6,26,4,0,0.0,20
80,8926,0,1,13,46,7,4,0.0,21
80,6513,0,1,12,40,3,4,0.0,1
80,6799,0,2,10,34,8,1,0.0,8
80,16291,0,1,37,58,14,4,0.0,2
80,2705,0,1,6,35,3,0,0.0,23
81,10333,1,1,28,47,10,8,0.0,4
80,4448,0,1,15,40,7,2,0.0,12
80,6854,0,1,14,54,7,4,0.0,7
80,9637,0,2,9,31,2,2,0.0,7
80,3591,0,1,3,28,2,1,0.0,1
81,5405,1,2,20,38,3,2,0.0,2
80,4684,0,0,5,26,2,1,1.0,10
81,15787,1,0,23,58,2,2,0.0,15
80,1514,0,0,0,18,0,1,1.0,14
80,2956,0,0,2,31,0,0,0.0,18
81,2335,1,3,4,29,0,4,0.0,13
80,5154,0,2,10,45,7,4,0.0,2
81,6962,1,1,15,36,0,4,0.0,2
80,5675,0,1,7,43,7,1,0.0,2
81,2379,1,0,6,27,2,0,1.0,5
80,3812,0,0,11,29,10,1,0.0,20
80,4648,0,0,4,32,0,8,1.0,10
80,2936,0,2,10,42,3,3,0.0,10
80,2105,0,0,7,47,0,4,1.0,9
80,8578,0,1,12,46,7,3,0.0,2
80,2706,0,1,3,28,2,1,0.0,1
80,6384,0,2,11,29,6,8,0.0,29
80,3968,0,0,8,42,0,4,1.0,8
81,9907,1,0,7,32,2,7,1.0,2
80,13225,0,1,25,46,8,2,0.0,3
80,3540,0,1,9,27,8,1,0.0,23
80,2804,0,0,1,29,0,1,0.0,6
80,19392,0,0,21,43,14,7,0.0,6
80,19665,0,0,29,48,9,4,0.0,10
81,2439,1,0,1,29,0,1,1.0,24
80,7314,0,3,14,46,7,5,0.0,10
80,4774,0,1,8,27,3,0,0.0,15
80,3902,0,3,7,39,2,8,0.0,19
80,2662,0,1,19,55,4,8,0.0,2
80,2856,0,1,1,28,0,1,0.0,3
80,1081,0,0,1,30,0,1,1.0,9
81,2472,1,0,1,22,0,1,1.0,7
81,5673,1,1,10,36,7,1,0.0,10
80,4197,0,1,10,31,2,1,0.0,20
81,9713,1,3,9,34,0,2,0.0,4
80,2062,0,0,11,29,2,3,1.0,7
81,4284,1,1,16,37,4,5,0.0,7
81,4788,1,0,4,35,2,0,0.0,16
80,5906,0,2,10,45,8,0,0.0,25
80,3886,0,0,10,36,8,1,1.0,2
80,16823,0,1,22,40,16,2,0.0,1
81,2933,1,1,1,26,0,1,0.0,1
80,6500,0,0,9,27,7,0,1.0,2
80,17174,0,1,24,48,7,3,0.0,22
80,5033,0,1,10,44,2,2,0.0,1
81,2307,1,1,5,34,0,1,0.0,16
80,2587,0,0,5,56,0,1,1.0,24
80,5507,0,2,12,36,3,2,0.0,17
80,4393,0,1,14,41,4,5,0.0,8
80,13348,0,1,18,42,7,9,0.0,6
81,6583,1,1,8,31,4,2,0.0,10
81,8103,1,0,9,34,1,3,0.0,3
80,3978,0,1,4,31,2,8,0.0,4
80,2544,0,1,8,26,7,0,0.0,6
80,5399,0,0,12,45,3,4,1.0,1
80,5487,0,0,10,33,9,1,1.0,10
81,6834,1,1,7,28,7,1,0.0,1
80,1091,0,0,1,29,0,1,1.0,24
80,5736,0,1,10,39,2,6,0.0,21
80,2226,0,1,6,27,2,1,0.0,2
81,5747,1,0,16,34,11,1,0.0,22
81,9854,1,0,6,28,2,3,1.0,13
80,5467,0,1,16,47,7,8,0.0,14
80,5380,0,1,6,56,0,4,0.0,11
80,5151,0,1,10,39,9,1,0.0,9
81,2133,1,1,20,38,7,1,0.0,8
81,17875,1,1,29,58,0,4,0.0,21
81,2432,1,0,8,32,3,3,1.0,5
80,4771,0,2,10,38,3,2,0.0,9
80,19161,0,0,28,49,3,3,0.0,2
81,5087,1,2,14,42,0,3,0.0,12
80,2863,0,0,1,27,0,1,0.0,22
80,5561,0,1,6,35,4,0,0.0,18
80,2144,0,0,5,28,4,1,1.0,16
81,3065,1,1,4,31,3,1,0.0,3
80,2810,0,0,5,36,2,1,0.0,9
80,9888,0,0,14,34,1,1,1.0,1
80,8628,0,1,9,34,1,1,0.0,13
80,2867,0,0,8,26,6,0,1.0,1
80,5373,0,1,6,29,2,0,0.0,1
80,6667,0,1,9,32,2,5,0.0,15
80,5003,0,0,10,31,7,1,0.0,1
80,2367,0,1,6,28,3,5,0.0,17
80,2858,0,0,20,38,0,4,1.0,1
81,5204,1,0,10,35,9,1,0.0,7
80,4105,0,0,7,27,7,1,1.0,9
80,9679,0,0,8,32,0,8,1.0,5
81,5617,1,0,10,31,8,1,0.0,26
81,10448,1,0,15,53,2,6,1.0,24
80,2897,0,2,9,54,3,3,0.0,9
80,5968,0,3,9,33,8,1,0.0,7
80,7510,0,1,10,43,9,1,0.0,11
81,2991,1,1,7,38,2,0,0.0,1
81,19636,1,1,35,55,4,4,0.0,26
81,1129,1,3,1,31,0,1,0.0,2
80,13341,0,0,21,39,10,0,1.0,15
80,4332,0,0,20,42,7,1,1.0,23
80,11031,0,1,13,31,8,4,0.0,10
81,4440,1,0,9,54,4,6,1.0,10
80,4617,0,0,4,24,2,1,1.0,1
80,2647,0,0,5,23,4,1,1.0,12
80,6323,0,1,10,40,4,1,0.0,11
80,5677,0,1,15,40,10,3,0.0,2
80,2187,0,0,6,25,2,4,0.0,2
80,3748,0,0,12,30,7,1,0.0,1
81,3977,1,1,7,25,2,6,0.0,2
80,8633,0,0,25,47,11,2,1.0,25
80,2008,0,3,1,33,0,1,0.0,1
80,4440,0,2,16,38,8,0,0.0,1
80,3067,0,1,3,31,2,0,0.0,2
80,5321,0,1,10,38,7,2,0.0,6
81,5410,1,1,9,42,2,6,0.0,18
80,2782,0,1,12,41,0,3,0.0,1
80,11957,0,2,14,47,12,0,0.0,1
81,2660,1,1,5,35,2,7,0.0,11
80,3375,0,0,4,22,2,0,1.0,1
80,5098,0,0,10,35,8,1,1.0,9
81,4878,1,1,10,33,1,0,0.0,15
80,2837,0,0,6,32,1,1,1.0,29
80,2406,0,2,8,40,0,8,0.0,1
80,2269,0,1,3,32,2,0,0.0,1
80,4108,0,0,18,39,7,7,1.0,24
80,13206,0,1,20,38,11,3,0.0,10
80,10422,0,2,14,32,7,1,0.0,1
81,13744,1,1,16,37,8,1,0.0,10
81,4907,1,1,6,25,4,0,0.0,8
80,3482,0,2,16,52,0,2,0.0,29
81,2436,1,0,6,44,2,6,1.0,1
81,2380,1,0,2,21,2,1,1.0,5
80,19431,0,0,21,39,3,2,1.0,9
80,1790,0,1,1,23,0,1,0.0,9
80,7644,0,2,10,36,4,0,0.0,3
80,5131,0,3,18,36,2,7,0.0,4
80,6306,0,1,13,56,9,1,0.0,1
81,4787,1,3,4,29,2,9,0.0,1
80,18880,0,0,24,42,14,5,0.0,2
80,2339,0,1,14,56,8,8,0.0,7
80,13570,0,1,21,41,10,0,0.0,28
80,6712,0,2,8,34,7,1,0.0,28
80,5406,0,1,15,36,11,1,0.0,15
80,8938,0,1,14,41,4,2,0.0,3
80,2439,0,0,4,32,2,1,1.0,2
81,8837,1,0,9,35,7,1,1.0,26
80,5343,0,1,10,38,9,1,0.0,10
80,6728,0,2,12,50,1,7,0.0,1
80,6652,0,1,8,36,0,4,0.0,11
80,4850,0,0,8,45,1,8,1.0,20
80,2809,0,0,8,40,2,2,1.0,2
81,5689,1,2,10,35,2,1,0.0,18
80,2001,0,3,20,40,2,2,0.0,2
80,2977,0,1,4,35,1,1,0.0,1
81,4025,1,1,10,29,3,4,0.0,13
80,3785,0,0,5,29,4,1,1.0,28
81,10854,1,1,20,50,0,4,0.0,28
80,12031,0,1,21,39,6,0,0.0,24
80,9936,0,0,10,31,7,0,1.0,5
80,2966,0,0,5,26,0,0,1.0,5
80,2571,0,1,17,36,3,4,0.0,23
80,9991,0,1,9,39,7,4,0.0,6
81,6142,1,1,6,27,3,1,0.0,4
80,5390,0,0,17,49,8,2,0.0,2
80,4404,0,0,6,34,2,2,0.0,8
